account_id,npi,month,territory,district,region,specialty,payer_channel,trx_units,trx_dollars,trx_normalized,nrx,nbrx,market_trx,market_nrx,il17_competitor_a_trx,il17_competitor_b_trx,advanced_other_trx,il17_class_trx,advanced_therapy_trx,calls,call_plan,samples,speaker_attendance,new_writers,speaker_launch_active,formulary_win_active,competitor_launch_active
HCP0089,9999000089,2024-10,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,18.508426,2238.779237,18.138258,3.05389,2.076645,165.253805,30.571954,22.53915,17.709332,106.496897,58.756908,165.253805,8,4.72,14,0,0.0,0,0,0
HCP0090,9999000090,2024-10,S-CAR-02,South District 2,South,Cardiology,Medicaid,55.195253,5702.773504,52.43549,9.107217,6.830413,492.814757,91.17073,67.215552,52.81222,317.591732,175.223025,492.814757,5,8.8,13,0,0.0,0,0,0
HCP0091,9999000091,2024-10,S-CAR-01,South District 1,South,Cardiology,Cash,27.530846,3468.886536,28.081462,4.54259,2.907257,245.811121,45.475057,33.526452,26.342212,158.411611,87.39951,245.811121,5,6.76,11,0,0.0,0,0,0
HCP0092,9999000092,2024-10,S-CAR-02,South District 2,South,Cardiology,Commercial,51.360694,6989.163183,51.360694,8.474514,6.016905,458.577621,84.83686,62.545911,49.143216,295.5278,163.049821,458.577621,8,8.8,14,0,0.0,0,0,0
HCP0093,9999000093,2024-10,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,20.979129,2537.635391,20.559546,3.461556,2.353858,187.313649,34.653025,25.547917,20.073363,120.71324,66.600409,187.313649,3,5.4,13,0,0.0,0,0,0
HCP0094,9999000094,2024-10,S-CAR-02,South District 2,South,Cardiology,Medicaid,25.370178,2621.246781,24.101669,4.186079,3.13956,226.519446,41.906097,30.895239,24.274831,145.979198,80.540248,226.519446,6,6.08,18,0,0.0,0,0,0
HCP0095,9999000095,2024-10,S-CAR-01,South District 1,South,Cardiology,Cash,27.699546,3490.142824,28.253537,4.570425,2.925072,247.317377,45.753715,33.731892,26.503629,159.38231,87.935067,247.317377,4,7.44,11,0,0.0,0,0,0
HCP0096,9999000096,2024-10,S-CAR-02,South District 2,South,Cardiology,Commercial,50.31823,6847.304759,50.31823,8.302508,5.894781,449.269912,83.114934,61.276422,48.145761,289.529499,159.740413,449.269912,10,8.8,23,0,0.0,0,0,0
HCP0097,9999000097,2024-10,S-CAR-01,South District 1,South,Cardiology,Medicare Part D,37.645788,4553.63451,36.892872,6.211555,4.223857,336.123107,62.182775,45.844204,36.020446,216.612669,119.510438,336.123107,4,8.12,13,0,0.0,0,0,0
HCP0098,9999000098,2024-10,S-CAR-02,South District 2,South,Cardiology,Medicaid,28.933825,2989.442841,27.487134,4.774081,3.580561,258.337727,47.792479,35.23497,27.684619,166.484313,91.853414,258.337727,7,7.44,13,0,0.0,0,0,0
HCP0099,9999000099,2024-10,S-CAR-01,South District 1,South,Cardiology,Cash,18.548249,2337.079324,18.919214,3.060461,1.958695,165.609363,30.637732,22.587645,17.747435,106.726034,58.883329,165.609363,3,4.72,10,0,0.0,0,0,0
HCP0100,9999000100,2024-10,S-CAR-02,South District 2,South,Cardiology,Commercial,25.960014,3532.638684,25.960014,4.283402,3.041216,231.785839,42.88038,31.613528,24.839201,149.373096,82.412743,231.785839,7,6.76,12,0,0.0,0,0,0
HCP0101,9999000101,2024-10,S-END-01,South District 1,South,Endocrinology,Medicare Part D,14.12143,1464.109839,13.839001,2.894893,1.968527,139.816137,28.662308,19.83937,15.588077,90.26726,49.548877,139.816137,3,3.36,6,0,0.0,0,0,0
HCP0102,9999000102,2024-10,S-END-02,South District 2,South,Endocrinology,Medicaid,19.447885,1722.304713,18.475491,3.986816,2.990112,192.553319,39.47343,27.322573,21.467736,124.315125,68.238194,192.553319,2,4.72,5,0,0.0,0,0,0
HCP0103,9999000103,2024-10,S-END-01,South District 1,South,Endocrinology,Cash,34.218646,3695.613738,34.903019,7.014822,4.489486,338.798473,69.453687,48.074196,37.772582,218.733049,120.065424,338.798473,11,8.12,24,0,0.0,0,0,0
HCP0104,9999000104,2024-10,S-END-02,South District 2,South,Endocrinology,Commercial,38.858778,4532.487876,38.858778,7.96605,5.655895,384.740377,78.871777,54.593175,42.894637,248.393787,136.34659,384.740377,6,8.12,8,0,0.0,0,0,0
HCP0105,9999000105,2024-10,S-END-01,South District 1,South,Endocrinology,Medicare Part D,17.944157,1860.45016,17.585273,3.678552,2.501415,177.664917,36.421308,25.209966,19.80783,114.702964,62.961953,177.664917,3,4.04,6,0,0.0,0,0,0
HCP0106,9999000106,2024-10,S-END-02,South District 2,South,Endocrinology,Medicaid,25.632767,2270.037857,24.351129,5.254717,3.941038,253.789773,52.026904,36.011789,28.294977,163.85024,89.939533,253.789773,3,6.08,9,0,0.0,0,0,0
HCP0107,9999000107,2024-10,S-END-01,South District 1,South,Endocrinology,Cash,15.481647,1672.017865,15.79128,3.173738,2.031192,153.283633,31.423145,21.750356,17.089565,98.962065,54.321568,153.283633,3,4.04,3,0,0.0,0,0,0
HCP0108,9999000108,2024-10,S-END-02,South District 2,South,Endocrinology,Commercial,0.0,0.0,0.0,0.0,0.0,252.417445,51.745576,50.093792,39.359408,162.964245,89.4532,252.417445,7,6.08,17,0,0.0,0,0,0
HCP0109,9999000109,2024-10,S-END-01,South District 1,South,Endocrinology,Medicare Part D,16.902985,1752.501505,16.564925,3.465112,2.356276,167.356288,34.308039,23.747211,18.658523,108.047569,59.308719,167.356288,3,4.04,7,0,0.0,0,0,0
HCP0110,9999000110,2024-10,S-END-02,South District 2,South,Endocrinology,Medicaid,0.0,0.0,0.0,0.0,0.0,132.721044,27.207814,26.339306,20.695169,85.686569,47.034475,132.721044,4,3.36,8,0,0.0,0,0,0
HCP0111,9999000111,2024-10,S-END-01,South District 1,South,Endocrinology,Cash,36.964097,3992.122493,37.703379,7.57764,4.84969,365.981159,75.026138,51.931314,40.803175,236.282573,129.698586,365.981159,10,8.12,24,0,0.0,0,0,0
HCP0112,9999000112,2024-10,S-END-02,South District 2,South,Endocrinology,Commercial,18.231431,2126.514088,18.231431,3.737443,2.653585,180.509216,37.004389,25.613561,20.124941,116.539283,63.969933,180.509216,2,4.72,6,0,0.0,0,0,0
HCP0113,9999000113,2024-10,S-END-01,South District 1,South,Endocrinology,Medicare Part D,21.975093,2278.377627,21.535591,4.504894,3.063328,217.575177,44.602911,30.873078,24.257418,140.469588,77.105589,217.575177,5,5.4,11,0,0.0,0,0,0
HCP0114,9999000114,2024-10,S-END-02,South District 2,South,Endocrinology,Medicaid,19.116192,1692.929983,18.160383,3.918819,2.939115,189.269229,38.800192,26.856573,21.101593,122.194871,67.074358,189.269229,5,4.72,9,0,0.0,0,0,0
HCP0115,9999000115,2024-10,S-END-01,South District 1,South,Endocrinology,Cash,35.830153,3869.656504,36.546756,7.345181,4.700916,354.753989,72.724568,50.338222,39.55146,229.034154,125.719835,354.753989,12,8.12,27,1,0.0,0,0,0
HCP0116,9999000116,2024-10,S-END-02,South District 2,South,Endocrinology,Commercial,11.986559,1398.112229,11.986559,2.457245,1.744644,118.678802,24.329154,16.840064,13.231479,76.6207,42.058102,118.678802,1,2.68,3,0,0.0,0,0,0
HCP0117,9999000117,2024-10,S-END-01,South District 1,South,Endocrinology,Medicare Part D,52.501231,5443.327653,51.451207,10.762752,7.318672,519.81417,106.561905,73.759624,57.953991,335.599324,184.214846,519.81417,11,8.8,24,0,0.0,0,0,0
HCP0118,9999000118,2024-10,S-END-02,South District 2,South,Endocrinology,Medicaid,0.0,0.0,0.0,0.0,0.0,152.563205,31.275457,30.277105,23.789154,98.496946,54.066259,152.563205,5,4.04,14,0,0.0,0,0,0
HCP0119,9999000119,2024-10,S-END-01,South District 1,South,Endocrinology,Cash,14.977175,1617.534939,15.276719,3.070321,1.965005,148.288865,30.399217,21.041618,16.5327,95.737372,52.551493,148.288865,5,3.36,12,0,0.0,0,0,0
HCP0120,9999000120,2024-10,S-END-02,South District 2,South,Endocrinology,Commercial,26.616034,3104.494242,26.616034,5.456287,3.873964,263.525091,54.022644,37.393193,29.380366,170.135498,93.389593,263.525091,6,6.76,17,0,1.0,0,0,0
HCP0121,9999000121,2024-10,E-PCP-01,East District 1,East,Primary Care,Medicaid,12.632989,911.59648,12.001339,2.968752,2.226564,146.89522,33.051424,20.668561,16.239583,97.354087,49.541133,146.89522,4,2.68,12,0,0.0,0,0,0
HCP0122,9999000122,2024-10,E-PCP-02,East District 2,East,Primary Care,Cash,24.697587,2173.387618,25.191538,5.803933,3.714517,287.18124,64.615779,40.407189,31.748505,190.327959,96.853281,287.18124,5,6.08,12,0,0.0,0,0,0
HCP0123,9999000123,2024-10,E-PCP-01,East District 1,East,Primary Care,Commercial,15.932769,1514.250383,15.932769,3.744201,2.658383,185.264758,41.684571,26.06726,20.481419,122.78331,62.481448,185.264758,9,3.36,20,0,0.0,0,0,0
HCP0124,9999000124,2024-10,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,10.901025,920.918612,10.683005,2.561741,1.741984,126.756107,28.520124,17.834932,14.013161,84.006989,42.749118,126.756107,2,2.68,3,0,0.0,0,0,0
HCP0125,9999000125,2024-10,E-PCP-01,East District 1,East,Primary Care,Medicaid,16.611413,1198.67958,15.780843,3.903682,2.927762,193.155968,43.460093,27.177575,21.353809,128.013171,65.142797,193.155968,4,4.04,7,0,0.0,0,0,0
HCP0126,9999000126,2024-10,E-PCP-02,East District 2,East,Primary Care,Cash,14.884091,1309.799986,15.181773,3.497761,2.238567,173.070823,38.940935,24.35154,19.133353,114.701839,58.368984,173.070823,6,3.36,7,0,0.0,0,0,0
HCP0127,9999000127,2024-10,E-PCP-01,East District 1,East,Primary Care,Commercial,27.008436,2566.881756,27.008436,6.346982,4.506358,314.051582,70.661606,44.18792,34.71908,208.136146,105.915436,314.051582,11,6.08,20,0,0.0,0,0,0
HCP0128,9999000128,2024-10,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,21.009709,1774.900254,20.589515,4.937282,3.357352,244.298947,54.967263,34.373532,27.007776,161.90793,82.391017,244.298947,6,4.72,15,0,0.0,0,0,0
HCP0129,9999000129,2024-10,E-PCP-01,East District 1,East,Primary Care,Medicaid,0.0,0.0,0.0,0.0,0.0,213.739354,48.091355,40.367401,31.717244,141.654709,72.084645,213.739354,7,4.04,17,0,0.0,0,0,0
HCP0130,9999000130,2024-10,E-PCP-02,East District 2,East,Primary Care,Cash,17.713877,1558.821175,18.068155,4.162761,2.664167,205.975314,46.344446,28.981292,22.771015,136.50913,69.466184,205.975314,1,4.04,1,0,0.0,0,0,0
HCP0131,9999000131,2024-10,E-PCP-01,East District 1,East,Primary Care,Commercial,33.421256,3176.356198,33.421256,7.853995,5.576337,388.619259,87.439333,54.679797,42.962697,257.555509,131.06375,388.619259,9,7.44,16,0,0.0,0,0,0
HCP0132,9999000132,2024-10,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,13.754355,1161.967921,13.479268,3.232273,2.197946,159.934362,35.985231,22.503204,17.681089,105.995714,53.938648,159.934362,5,3.36,11,0,0.0,0,0,0
HCP0133,9999000133,2024-10,E-PCP-01,East District 1,East,Primary Care,Medicaid,20.298707,1464.754687,19.283772,4.770196,3.577647,236.031475,53.107082,33.210276,26.093789,156.428703,79.602772,236.031475,3,4.72,10,0,0.0,0,0,0
HCP0134,9999000134,2024-10,E-PCP-02,East District 2,East,Primary Care,Cash,28.903179,2543.47971,29.481242,6.792247,4.347038,336.083472,75.618781,47.287867,37.154753,222.737673,113.345799,336.083472,6,6.76,11,0,0.0,0,0,0
HCP0135,9999000135,2024-10,E-PCP-01,East District 1,East,Primary Care,Commercial,22.060126,2096.594413,22.060126,5.18413,3.680732,256.513097,57.715447,36.092097,28.358076,170.002798,86.510299,256.513097,6,5.4,14,0,0.0,0,0,0
HCP0136,9999000136,2024-10,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,26.147246,2208.919351,25.624301,6.144603,4.17833,304.037745,68.408493,42.778945,33.612029,201.499525,102.53822,304.037745,4,6.08,11,0,0.0,0,0,0
HCP0137,9999000137,2024-10,E-PCP-01,East District 1,East,Primary Care,Medicaid,0.0,0.0,0.0,0.0,0.0,140.156768,31.535273,26.470392,20.798165,92.888211,47.268557,140.156768,1,2.68,2,0,0.0,0,0,0
HCP0138,9999000138,2024-10,E-PCP-02,East District 2,East,Primary Care,Cash,0.0,0.0,0.0,0.0,0.0,218.03653,49.058219,41.178978,32.354911,144.502641,73.533889,218.03653,4,4.04,8,0,0.0,0,0,0
HCP0139,9999000139,2024-10,E-PCP-01,East District 1,East,Primary Care,Commercial,17.672181,1679.564083,17.672181,4.152963,2.948603,205.490476,46.235357,28.913074,22.717415,136.187806,69.30267,205.490476,5,4.04,10,0,0.0,0,0,0
HCP0140,9999000140,2024-10,E-PCP-02,East District 2,East,Primary Care,Medicare Part D,19.478105,1645.510295,19.088543,4.577355,3.112601,226.489591,50.960158,31.867707,25.038913,150.104866,76.384725,226.489591,3,4.72,8,1,0.0,0,0,0
HCP0141,9999000141,2024-10,E-CAR-01,East District 1,East,Cardiology,Medicaid,28.656968,2960.837966,27.22412,4.7284,3.5463,255.865788,47.335171,34.897819,27.419715,164.891286,90.974502,255.865788,8,6.76,19,0,0.0,0,0,0
HCP0142,9999000142,2024-10,E-CAR-02,East District 2,East,Cardiology,Cash,35.088641,4421.168733,35.790414,5.789626,3.70536,313.291436,57.958916,42.730167,33.573703,201.898925,111.392511,313.291436,7,8.12,16,0,0.0,0,0,0
HCP0143,9999000143,2024-10,E-CAR-01,East District 1,East,Cardiology,Commercial,16.084329,2188.755523,16.084329,2.653914,1.884279,143.610083,26.567865,19.587139,15.389895,92.54872,51.061363,143.610083,2,3.36,8,0,0.0,0,0,0
HCP0144,9999000144,2024-10,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,60.448564,7311.858273,59.239592,9.974013,6.782329,539.71932,99.848074,73.612918,57.838721,347.819117,191.900203,539.71932,8,8.8,13,0,0.0,0,0,0
HCP0145,9999000145,2024-10,E-CAR-01,East District 1,East,Cardiology,Medicaid,43.538882,4498.437304,41.361938,7.183916,5.387937,388.740019,71.916904,53.020683,41.659108,250.521346,138.218673,388.740019,4,8.8,11,0,0.0,0,0,0
HCP0146,9999000146,2024-10,E-CAR-02,East District 2,East,Cardiology,Cash,30.633571,3859.829891,31.246242,5.054539,3.234905,273.514023,50.600094,37.304881,29.310978,176.264593,97.24943,273.514023,9,7.44,24,0,0.0,0,0,0
HCP0147,9999000147,2024-10,E-CAR-01,East District 1,East,Cardiology,Commercial,27.613544,3757.651119,27.613544,4.556235,3.234927,246.549504,45.611658,33.627161,26.421341,158.887458,87.662046,246.549504,9,6.76,28,1,0.0,0,0,0
HCP0148,9999000148,2024-10,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,39.126842,4732.782811,38.344305,6.455929,4.390032,349.346804,64.629159,47.647799,37.437556,225.134607,124.212197,349.346804,13,8.12,29,0,0.0,0,0,0
HCP0149,9999000149,2024-10,E-CAR-01,East District 1,East,Cardiology,Medicaid,49.048826,5067.724718,46.596385,8.093056,6.069792,437.935949,81.01815,59.730571,46.931163,282.225389,155.71056,437.935949,12,8.8,24,0,0.0,0,0,0
HCP0150,9999000150,2024-10,E-CAR-02,East District 2,East,Cardiology,Cash,60.830716,7664.670197,62.04733,10.037068,6.423724,543.131392,100.479307,74.078294,58.204374,350.018008,193.113384,543.131392,9,8.8,15,0,0.0,0,0,0
HCP0151,9999000151,2024-10,E-CAR-01,East District 1,East,Cardiology,Commercial,42.94994,5844.627789,42.94994,7.08674,5.031585,383.481604,70.944097,52.303482,41.095593,247.132589,136.349015,383.481604,11,8.8,22,0,0.0,0,0,0
HCP0152,9999000152,2024-10,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,32.158833,3889.932401,31.515656,5.306207,3.608221,287.132435,53.1195,39.162312,30.770388,185.040902,102.091533,287.132435,9,7.44,24,0,0.0,0,0,0
HCP0153,9999000153,2024-10,E-CAR-01,East District 1,East,Cardiology,Medicaid,45.67,4718.62442,43.3865,7.53555,5.651663,407.767858,75.437054,55.615911,43.698216,262.783731,144.984127,407.767858,10,8.8,21,0,0.0,0,0,0
HCP0154,9999000154,2024-10,E-CAR-02,East District 2,East,Cardiology,Cash,42.211507,5318.649908,43.055737,6.964899,4.457535,376.888456,69.724365,51.404235,40.389042,242.883672,134.004784,376.888456,10,8.8,20,0,0.0,0,0,0
HCP0155,9999000155,2024-10,E-CAR-01,East District 1,East,Cardiology,Commercial,48.934058,6658.94658,48.934058,8.07412,5.732625,436.91123,80.828578,59.590808,46.821349,281.565015,155.346215,436.91123,8,8.8,15,0,0.0,0,0,0
HCP0156,9999000156,2024-10,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,62.630055,7575.731464,61.377454,10.333959,7.027092,559.19692,103.45143,76.269489,59.926027,360.371349,198.825571,559.19692,10,8.8,22,0,0.0,0,0,0
HCP0157,9999000157,2024-10,E-CAR-01,East District 1,East,Cardiology,Medicaid,17.253662,1782.648408,16.390979,2.846854,2.135141,154.050557,28.499353,21.011127,16.508742,99.277026,54.773531,154.050557,4,4.04,11,0,0.0,0,0,0
HCP0158,9999000158,2024-10,E-CAR-02,East District 2,East,Cardiology,Cash,20.08628,2530.871301,20.488006,3.314236,2.121111,179.341787,33.178231,24.460626,19.219063,115.575818,63.765969,179.341787,3,4.72,8,0,0.0,0,0,0
HCP0159,9999000159,2024-10,E-CAR-01,East District 1,East,Cardiology,Commercial,55.682535,7577.279347,55.682535,9.187618,6.523209,497.165491,91.975616,67.808954,53.278464,320.395538,176.769953,497.165491,9,8.8,22,1,0.0,0,0,0
HCP0160,9999000160,2024-10,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,21.331549,2580.264132,20.904918,3.519706,2.3934,190.460257,35.235147,25.977086,20.410568,122.741054,67.719203,190.460257,2,4.72,3,1,0.0,0,0,0
HCP0161,9999000161,2024-10,E-END-01,East District 1,East,Endocrinology,Medicaid,15.663063,1387.12086,14.87991,3.210928,2.408196,155.079832,31.791366,22.00523,17.289823,100.121716,54.958116,155.079832,5,3.36,9,0,0.0,0,0,0
HCP0162,9999000162,2024-10,E-END-02,East District 2,East,Endocrinology,Cash,27.998802,3023.87061,28.558778,5.739754,3.673443,277.215861,56.829251,39.335861,30.906748,178.97445,98.241411,277.215861,3,6.76,4,0,0.0,0,0,0
HCP0163,9999000163,2024-10,E-END-01,East District 1,East,Endocrinology,Commercial,31.341011,3655.615473,31.341011,6.424907,4.561684,310.307036,63.612942,44.031371,34.596077,200.338577,109.968459,310.307036,5,7.44,15,0,0.0,0,0,0
HCP0164,9999000164,2024-10,E-END-02,East District 2,East,Endocrinology,Medicare Part D,27.917605,2894.497246,27.359253,5.723109,3.891714,276.411927,56.664445,39.221786,30.817117,178.455419,97.956508,276.411927,12,6.76,22,0,0.0,0,0,0
HCP0165,9999000165,2024-10,E-END-01,East District 1,East,Endocrinology,Medicaid,29.104024,2577.452325,27.648822,5.966325,4.474744,288.158649,59.072523,40.8886,32.126757,186.039268,102.119381,288.158649,6,6.76,12,0,0.0,0,0,0
HCP0166,9999000166,2024-10,E-END-02,East District 2,East,Endocrinology,Cash,0.0,0.0,0.0,0.0,0.0,112.415558,23.045189,22.309558,17.528938,72.577062,39.838496,112.415558,3,2.68,4,0,0.0,0,0,0
HCP0167,9999000167,2024-10,E-END-01,East District 1,East,Endocrinology,Commercial,13.634349,1590.310436,13.634349,2.795041,1.984479,134.993552,27.673678,19.155064,15.050407,87.153732,47.83982,134.993552,1,3.36,1,0,0.0,0,0,0
HCP0168,9999000168,2024-10,E-END-02,East District 2,East,Endocrinology,Medicare Part D,28.604774,2965.742992,28.032679,5.863979,3.987506,283.215587,58.059195,40.187199,31.575656,182.847958,100.367629,283.215587,5,6.76,7,1,0.0,0,0,0
HCP0169,9999000169,2024-10,E-END-01,East District 1,East,Endocrinology,Medicaid,20.018153,1772.807663,19.017246,4.103721,3.077791,198.199539,40.630905,28.12375,22.097232,127.960404,70.239135,198.199539,4,4.72,7,1,0.0,0,0,0
HCP0170,9999000170,2024-10,E-END-02,East District 2,East,Endocrinology,Cash,37.323282,4030.914453,38.069748,7.651273,4.896815,369.537445,75.755176,52.435937,41.199665,238.578561,130.958884,369.537445,9,8.12,22,0,0.0,0,0,0
HCP0171,9999000171,2024-10,E-END-01,East District 1,East,Endocrinology,Commercial,27.185139,3170.874606,27.185139,5.572953,3.956797,269.159792,55.177757,38.192736,30.008578,173.773339,95.386453,269.159792,6,6.08,10,0,0.0,0,0,0
HCP0172,9999000172,2024-10,E-END-02,East District 2,East,Endocrinology,Medicare Part D,17.913004,1857.22024,17.554744,3.672166,2.497073,177.356474,36.358077,25.166199,19.773442,114.503829,62.852645,177.356474,3,4.04,5,0,0.0,0,0,0
HCP0173,9999000173,2024-10,E-END-01,East District 1,East,Endocrinology,Medicaid,23.468042,2078.329756,22.294639,4.810949,3.608211,232.356847,47.633154,32.97054,25.905424,150.012841,82.344006,232.356847,3,5.4,5,0,0.0,0,0,0
HCP0174,9999000174,2024-10,E-END-02,East District 2,East,Endocrinology,Cash,36.362257,3927.123736,37.089502,7.454263,4.770728,360.022345,73.804581,51.085781,40.138828,232.435479,127.586866,360.022345,5,8.12,15,2,0.0,0,0,0
HCP0175,9999000175,2024-10,E-END-01,East District 1,East,Endocrinology,Commercial,23.71469,2766.081451,23.71469,4.861511,3.451673,234.798911,48.133777,33.317059,26.177689,151.589473,83.209438,234.798911,5,5.4,15,0,0.0,0,0,0
HCP0176,9999000176,2024-10,E-END-02,East District 2,East,Endocrinology,Medicare Part D,18.194932,1886.450591,17.831034,3.729961,2.536374,180.147845,36.930308,25.562284,20.084652,116.305977,63.841868,180.147845,8,4.04,14,0,0.0,0,0,0
HCP0177,9999000177,2024-10,E-END-01,East District 1,East,Endocrinology,Medicaid,34.276654,3035.54052,32.562822,7.026714,5.270036,339.372816,69.571427,48.155693,37.836616,219.103853,120.268963,339.372816,5,8.12,13,0,0.0,0,0,0
HCP0178,9999000178,2024-10,E-END-02,East District 2,East,Endocrinology,Cash,41.206794,4450.333756,42.03093,8.447393,5.406331,407.98806,83.637552,57.891931,45.486517,263.402818,144.585242,407.98806,6,8.12,12,0,0.0,0,0,0
HCP0179,9999000179,2024-10,E-END-01,East District 1,East,Endocrinology,Commercial,34.24326,3994.133809,34.24326,7.019868,4.984106,339.042176,69.503646,48.108776,37.799753,218.890387,120.151789,339.042176,4,7.44,7,0,0.0,0,0,0
HCP0180,9999000180,2024-10,E-END-02,East District 2,East,Endocrinology,Medicare Part D,60.226129,6244.24509,59.021607,12.346357,8.395522,596.29831,122.241154,84.612429,66.481194,384.978558,211.319752,596.29831,4,8.8,9,0,0.0,0,0,0
HCP0181,9999000181,2024-10,W-PCP-01,West District 1,West,Primary Care,Cash,8.842217,778.115053,9.019061,2.077921,1.329869,102.816472,23.133706,14.46656,11.366583,68.141112,34.67536,102.816472,4,2.68,5,1,0.0,0,0,0
HCP0182,9999000182,2024-10,W-PCP-02,West District 2,West,Primary Care,Commercial,15.910039,1512.090069,15.910039,3.738859,2.65459,185.00045,41.625101,26.030071,20.452199,122.608141,62.392309,185.00045,3,3.36,6,0,0.0,0,0,0
HCP0183,9999000183,2024-10,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,0.0,0.0,0.0,0.0,0.0,362.097421,81.47192,68.386713,53.732417,239.978291,122.11913,362.097421,12,7.44,21,0,0.0,0,0,0
HCP0184,9999000184,2024-10,W-PCP-02,West District 2,West,Primary Care,Medicaid,10.30254,743.431264,9.787413,2.421097,1.815823,119.796974,26.954319,16.855763,13.243814,79.394857,40.402117,119.796974,3,2.68,8,1,0.0,0,0,0
HCP0185,9999000185,2024-10,W-PCP-01,West District 1,West,Primary Care,Cash,0.0,0.0,0.0,0.0,0.0,260.172779,58.538875,49.136945,38.6076,172.428234,87.744545,260.172779,3,5.4,5,0,0.0,0,0,0
HCP0186,9999000186,2024-10,W-PCP-02,West District 2,West,Primary Care,Commercial,21.028113,1998.511828,21.028113,4.941606,3.508541,244.512939,55.015411,34.403642,27.031433,162.049751,82.463188,244.512939,6,4.72,18,0,0.0,0,0,0
HCP0187,9999000187,2024-10,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,0.0,0.0,0.0,0.0,0.0,91.509677,20.589677,17.282769,13.579318,60.64759,30.862087,91.509677,1,2.68,1,0,0.0,0,0,0
HCP0188,9999000188,2024-10,W-PCP-02,West District 2,West,Primary Care,Medicaid,22.543407,1626.732241,21.416237,5.297701,3.973275,262.132639,58.979844,36.882782,28.979329,173.727121,88.405518,262.132639,6,5.4,16,0,0.0,0,0,0
HCP0189,9999000189,2024-10,W-PCP-01,West District 1,West,Primary Care,Cash,19.953564,1755.913672,20.352636,4.689088,3.001016,232.01819,52.204093,32.645596,25.650111,153.768919,78.249271,232.01819,2,4.04,6,0,0.0,0,0,0
HCP0190,9999000190,2024-10,W-PCP-02,West District 2,West,Primary Care,Commercial,20.655391,1963.088408,20.655391,4.854017,3.446352,240.178971,54.040268,33.793841,26.552303,159.177436,81.001535,240.178971,4,4.72,2,0,0.0,0,0,0
HCP0191,9999000191,2024-10,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,14.484806,1223.67638,14.19511,3.403929,2.314672,168.427973,37.896294,23.698278,18.620076,111.624813,56.80316,168.427973,5,3.36,13,0,0.0,0,0,0
HCP0192,9999000192,2024-10,W-PCP-02,West District 2,West,Primary Care,Medicaid,20.402368,1472.23487,19.38225,4.794556,3.595917,237.236836,53.378288,33.379874,26.227044,157.22755,80.009286,237.236836,5,4.72,13,0,0.0,0,0,0
HCP0193,9999000193,2024-10,W-PCP-01,West District 1,West,Primary Care,Cash,16.301456,1434.528097,16.627485,3.830842,2.451739,189.55181,42.649157,26.67046,20.955361,125.624533,63.927277,189.55181,5,3.36,9,0,0.0,0,0,0
HCP0194,9999000194,2024-10,W-PCP-02,West District 2,West,Primary Care,Commercial,17.113323,1626.450265,17.113323,4.021631,2.855358,198.992133,44.77323,27.998739,21.99901,131.881061,67.111072,198.992133,5,4.04,8,1,0.0,0,0,0
HCP0195,9999000195,2024-10,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,25.947968,2192.084307,25.429008,6.097772,4.146485,301.720554,67.887125,42.45291,33.355858,199.963818,101.756736,301.720554,3,6.08,4,0,0.0,0,0,0
HCP0196,9999000196,2024-10,W-PCP-02,West District 2,West,Primary Care,Medicaid,11.567698,834.725096,10.989313,2.718409,2.038807,134.508118,30.264326,18.925661,14.870163,89.144596,45.363522,134.508118,3,2.68,3,0,0.0,0,0,0
HCP0197,9999000197,2024-10,W-PCP-01,West District 1,West,Primary Care,Cash,7.79983,686.385032,7.955827,1.83296,1.173094,90.695696,20.406532,12.761133,10.026605,60.108128,30.587568,90.695696,4,2.68,11,0,0.0,0,0,0
HCP0198,9999000198,2024-10,W-PCP-02,West District 2,West,Primary Care,Commercial,0.0,0.0,0.0,0.0,0.0,292.676796,65.852279,55.275743,43.430941,193.970112,98.706684,292.676796,8,5.4,12,0,0.0,0,0,0
HCP0199,9999000199,2024-10,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,20.410231,1724.256296,20.002026,4.796404,3.261555,237.328265,53.39886,33.392738,26.237152,157.288144,80.040121,237.328265,8,4.72,15,0,0.0,0,0,0
HCP0200,9999000200,2024-10,W-PCP-02,West District 2,West,Primary Care,Medicaid,31.355722,2262.628928,29.787936,7.368595,5.526446,364.601423,82.03532,51.300421,40.307474,241.637806,122.963617,364.601423,9,7.44,16,0,0.0,0,0,0
