account_id,npi,name,territory,district,region,specialty,payer_channel,trx_ttm,nrx_ttm,market_nrx_ttm,nrx_share_ttm,nbrx_ttm,months_since_rx,months_since_activity,calls_90d,call_plan_90d,first_brand_month,adoption_stage,decile
HCP0154,9999000154,Dr. Morgan 154,E-CAR-02,East District 2,East,Cardiology,Cash,505.833,83.462,835.528,0.09989189,53.416,0,0,25,26.4,2024-07,established,9
HCP0155,9999000155,Dr. Morgan 155,E-CAR-01,East District 1,East,Cardiology,Commercial,621.947,102.621,968.593,0.10594874,72.861,0,0,24,26.4,2024-07,established,10
HCP0156,9999000156,Dr. Morgan 156,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,750.515,123.835,1239.689,0.09989189,84.208,0,0,23,26.4,2024-07,established,10
HCP0157,9999000157,Dr. Morgan 157,E-CAR-01,East District 1,East,Cardiology,Medicaid,219.292,36.183,341.516,0.10594874,27.137,0,0,18,12.12,2024-07,established,3
HCP0158,9999000158,Dr. Morgan 158,E-CAR-02,East District 2,East,Cardiology,Cash,240.7,39.715,397.585,0.09989189,25.418,0,0,19,14.16,2024-07,established,4
HCP0159,9999000159,Dr. Morgan 159,E-CAR-01,East District 1,East,Cardiology,Commercial,707.719,116.774,1102.171,0.10594874,82.909,0,0,15,26.4,2024-07,established,10
HCP0160,9999000160,Dr. Morgan 160,E-CAR-02,East District 2,East,Cardiology,Medicare Part D,255.622,42.178,422.233,0.09989189,28.681,0,0,17,14.16,2024-07,established,4
HCP0161,9999000161,Dr. Morgan 161,E-END-01,East District 1,East,Endocrinology,Medicaid,199.076,40.811,380.965,0.10712404,30.608,0,0,5,10.08,2024-07,established,3
HCP0162,9999000162,Dr. Morgan 162,E-END-02,East District 2,East,Endocrinology,Cash,335.518,68.781,681.002,0.101,44.02,0,0,19,20.28,2024-07,established,7
HCP0163,9999000163,Dr. Morgan 163,E-END-01,East District 1,East,Endocrinology,Commercial,398.341,81.66,762.293,0.10712404,57.979,0,0,24,22.32,2024-07,established,9
HCP0164,9999000164,Dr. Morgan 164,E-END-02,East District 2,East,Endocrinology,Medicare Part D,334.545,68.582,679.027,0.101,46.636,0,0,18,20.28,2024-07,established,7
HCP0165,9999000165,Dr. Morgan 165,E-END-01,East District 1,East,Endocrinology,Medicaid,369.909,75.831,707.884,0.10712404,56.874,0,0,10,20.28,2024-07,established,8
HCP0166,9999000166,Dr. Morgan 166,E-END-02,East District 2,East,Endocrinology,Cash,45.164,9.259,276.157,0.03352698,5.926,0,0,8,8.04,2026-03,recent_adopter,1
HCP0167,9999000167,Dr. Morgan 167,E-END-01,East District 1,East,Endocrinology,Commercial,173.291,35.525,331.622,0.10712404,25.223,0,0,12,10.08,2024-07,established,2
HCP0168,9999000168,Dr. Morgan 168,E-END-02,East District 2,East,Endocrinology,Medicare Part D,342.78,70.27,695.741,0.101,47.783,0,0,16,20.28,2024-07,established,7
HCP0169,9999000169,Dr. Morgan 169,E-END-01,East District 1,East,Endocrinology,Medicaid,254.429,52.158,486.892,0.10712404,39.118,0,0,21,14.16,2024-07,established,4
HCP0170,9999000170,Dr. Morgan 170,E-END-02,East District 2,East,Endocrinology,Cash,335.725,68.824,907.797,0.07581384,44.047,3,3,0,24.36,2024-07,established,7
HCP0171,9999000171,Dr. Morgan 171,E-END-01,East District 1,East,Endocrinology,Commercial,345.52,70.832,661.211,0.10712404,50.29,0,0,21,18.24,2024-07,established,7
HCP0172,9999000172,Dr. Morgan 172,E-END-02,East District 2,East,Endocrinology,Medicare Part D,214.657,44.005,435.69,0.101,29.923,0,0,14,12.12,2024-07,established,3
HCP0173,9999000173,Dr. Morgan 173,E-END-01,East District 1,East,Endocrinology,Medicaid,298.276,61.147,570.802,0.10712404,45.86,0,0,15,16.2,2024-07,established,6
HCP0174,9999000174,Dr. Morgan 174,E-END-02,East District 2,East,Endocrinology,Cash,327.08,67.051,884.422,0.07581384,42.913,3,3,0,24.36,2024-07,established,7
HCP0175,9999000175,Dr. Morgan 175,E-END-01,East District 1,East,Endocrinology,Commercial,301.411,61.789,576.801,0.10712404,43.87,0,0,10,16.2,2024-07,established,6
HCP0176,9999000176,Dr. Morgan 176,E-END-02,East District 2,East,Endocrinology,Medicare Part D,218.035,44.697,442.547,0.101,30.394,0,0,13,12.12,2024-07,established,3
HCP0177,9999000177,Dr. Morgan 177,E-END-01,East District 1,East,Endocrinology,Medicaid,435.653,89.309,833.695,0.10712404,66.982,0,0,22,24.36,2024-07,established,9
HCP0178,9999000178,Dr. Morgan 178,E-END-02,East District 2,East,Endocrinology,Cash,370.657,75.985,1002.254,0.07581384,48.63,3,3,0,24.36,2024-07,established,8
HCP0179,9999000179,Dr. Morgan 179,E-END-01,East District 1,East,Endocrinology,Commercial,435.228,89.222,832.883,0.10712404,63.347,0,0,20,22.32,2024-07,established,9
HCP0180,9999000180,Dr. Morgan 180,E-END-02,East District 2,East,Endocrinology,Medicare Part D,721.708,147.95,1464.852,0.101,100.606,0,0,26,26.4,2024-07,established,10
HCP0181,9999000181,Dr. Morgan 181,W-PCP-01,West District 1,West,Primary Care,Cash,105.959,24.9,277.218,0.08982222,15.936,0,0,9,8.04,2024-07,established,1
HCP0182,9999000182,Dr. Morgan 182,W-PCP-02,West District 2,West,Primary Care,Commercial,190.655,44.804,498.806,0.08982222,31.811,0,0,11,10.08,2024-07,established,2
HCP0183,9999000183,Dr. Morgan 183,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,373.164,87.694,976.302,0.08982222,59.632,0,0,15,22.32,2025-05,established,8
HCP0184,9999000184,Dr. Morgan 184,W-PCP-02,West District 2,West,Primary Care,Medicaid,123.458,29.013,323.002,0.08982222,21.76,0,0,9,8.04,2024-07,established,1
HCP0185,9999000185,Dr. Morgan 185,W-PCP-01,West District 1,West,Primary Care,Cash,268.125,63.009,701.489,0.08982222,40.326,0,0,12,16.2,2025-02,established,5
HCP0186,9999000186,Dr. Morgan 186,W-PCP-02,West District 2,West,Primary Care,Commercial,251.986,59.217,659.266,0.08982222,42.044,0,0,16,14.16,2024-07,established,4
HCP0187,9999000187,Dr. Morgan 187,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,63.28,14.871,246.732,0.0602714,10.112,0,0,6,8.04,2025-11,established,1
HCP0188,9999000188,Dr. Morgan 188,W-PCP-02,West District 2,West,Primary Care,Medicaid,270.144,63.484,706.773,0.08982222,47.613,0,0,12,16.2,2024-07,established,5
HCP0189,9999000189,Dr. Morgan 189,W-PCP-01,West District 1,West,Primary Care,Cash,239.109,56.191,625.577,0.08982222,35.962,0,0,17,12.12,2024-07,established,4
HCP0190,9999000190,Dr. Morgan 190,W-PCP-02,West District 2,West,Primary Care,Commercial,247.52,58.167,647.581,0.08982222,41.299,0,0,12,14.16,2024-07,established,4
HCP0191,9999000191,Dr. Morgan 191,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,173.576,40.79,454.123,0.08982222,27.737,0,0,11,10.08,2024-07,established,2
HCP0192,9999000192,Dr. Morgan 192,W-PCP-02,West District 2,West,Primary Care,Medicaid,244.488,57.455,639.648,0.08982222,43.091,0,0,11,14.16,2024-07,established,4
HCP0193,9999000193,Dr. Morgan 193,W-PCP-01,West District 1,West,Primary Care,Cash,195.345,45.906,511.078,0.08982222,29.38,0,0,12,10.08,2024-07,established,3
HCP0194,9999000194,Dr. Morgan 194,W-PCP-02,West District 2,West,Primary Care,Commercial,205.074,48.192,536.531,0.08982222,34.217,0,0,12,12.12,2024-07,established,3
HCP0195,9999000195,Dr. Morgan 195,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,310.942,73.071,813.512,0.08982222,49.689,0,0,13,18.24,2024-07,established,6
HCP0196,9999000196,Dr. Morgan 196,W-PCP-02,West District 2,West,Primary Care,Medicaid,138.619,32.576,362.666,0.08982222,24.432,0,0,4,8.04,2024-07,established,1
HCP0197,9999000197,Dr. Morgan 197,W-PCP-01,West District 1,West,Primary Care,Cash,93.468,21.965,244.538,0.08982222,14.058,0,0,7,8.04,2024-07,established,1
HCP0198,9999000198,Dr. Morgan 198,W-PCP-02,West District 2,West,Primary Care,Commercial,301.622,70.881,789.127,0.08982222,50.326,0,0,14,16.2,2025-02,established,6
HCP0199,9999000199,Dr. Morgan 199,W-PCP-01,West District 1,West,Primary Care,Medicare Part D,244.582,57.477,639.894,0.08982222,39.084,0,0,12,14.16,2024-07,established,4
HCP0200,9999000200,Dr. Morgan 200,W-PCP-02,West District 2,West,Primary Care,Medicaid,251.016,58.989,983.054,0.06000571,44.242,4,4,0,22.32,2024-07,established,4
HCP0201,9999000201,Dr. Morgan 201,W-CAR-01,West District 1,West,Cardiology,Cash,273.05,45.053,477.2,0.09441173,28.834,0,0,17,16.2,2024-07,established,5
HCP0202,9999000202,Dr. Morgan 202,W-CAR-02,West District 2,West,Cardiology,Commercial,352.404,58.147,615.883,0.09441173,41.284,0,0,17,22.32,2024-07,established,8
HCP0203,9999000203,Dr. Morgan 203,W-CAR-01,West District 1,West,Cardiology,Medicare Part D,266.091,43.905,465.037,0.09441173,29.855,0,0,15,16.2,2024-07,established,5
HCP0204,9999000204,Dr. Morgan 204,W-CAR-02,West District 2,West,Cardiology,Medicaid,208.397,34.386,364.208,0.09441173,25.789,0,0,6,12.12,2024-07,established,3
HCP0205,9999000205,Dr. Morgan 205,W-CAR-01,West District 1,West,Cardiology,Cash,319.259,52.678,557.958,0.09441173,33.714,0,0,19,18.24,2024-07,established,6
HCP0206,9999000206,Dr. Morgan 206,W-CAR-02,West District 2,West,Cardiology,Commercial,703.411,116.063,1229.327,0.09441173,82.405,0,0,32,26.4,2024-07,established,10
HCP0207,9999000207,Dr. Morgan 207,W-CAR-01,West District 1,West,Cardiology,Medicare Part D,424.675,70.071,742.189,0.09441173,47.649,0,0,20,24.36,2024-07,established,9
HCP0208,9999000208,Dr. Morgan 208,W-CAR-02,West District 2,West,Cardiology,Medicaid,438.094,72.286,765.642,0.09441173,54.214,0,0,28,24.36,2024-07,established,9
HCP0209,9999000209,Dr. Morgan 209,W-CAR-01,West District 1,West,Cardiology,Cash,182.419,30.099,318.807,0.09441173,19.263,0,0,13,10.08,2024-07,established,2
HCP0210,9999000210,Dr. Morgan 210,W-CAR-02,West District 2,West,Cardiology,Commercial,290.658,47.959,507.973,0.09441172,34.051,0,0,21,18.24,2024-07,established,5
HCP0211,9999000211,Dr. Morgan 211,W-CAR-01,West District 1,West,Cardiology,Medicare Part D,243.604,40.195,425.738,0.09441173,27.332,0,0,15,14.16,2024-07,established,4
HCP0212,9999000212,Dr. Morgan 212,W-CAR-02,West District 2,West,Cardiology,Medicaid,430.371,71.011,752.144,0.09441173,53.258,0,0,17,24.36,2024-07,established,9
HCP0213,9999000213,Dr. Morgan 213,W-CAR-01,West District 1,West,Cardiology,Cash,414.445,68.383,724.311,0.09441173,43.765,0,0,24,24.36,2024-07,established,9
HCP0214,9999000214,Dr. Morgan 214,W-CAR-02,West District 2,West,Cardiology,Commercial,604.197,99.693,1055.934,0.09441173,70.782,0,0,26,26.4,2024-07,established,10
HCP0215,9999000215,Dr. Morgan 215,W-CAR-01,West District 1,West,Cardiology,Medicare Part D,208.689,34.434,364.718,0.09441173,23.415,0,0,10,12.12,2024-07,established,3
HCP0216,9999000216,Dr. Morgan 216,W-CAR-02,West District 2,West,Cardiology,Medicaid,322.494,53.211,563.611,0.09441173,39.909,0,0,15,20.28,2024-07,established,7
HCP0217,9999000217,Dr. Morgan 217,W-CAR-01,West District 1,West,Cardiology,Cash,348.005,57.421,608.196,0.09441173,36.749,0,0,23,22.32,2024-07,established,7
HCP0218,9999000218,Dr. Morgan 218,W-CAR-02,West District 2,West,Cardiology,Commercial,767.727,126.675,1341.729,0.09441173,89.939,0,0,26,26.4,2024-07,established,10
HCP0219,9999000219,Dr. Morgan 219,W-CAR-01,West District 1,West,Cardiology,Medicare Part D,375.558,61.967,656.35,0.09441173,42.138,0,0,20,22.32,2024-07,established,8
HCP0220,9999000220,Dr. Morgan 220,W-CAR-02,West District 2,West,Cardiology,Medicaid,550.606,90.85,962.275,0.09441173,68.138,0,0,32,26.4,2024-07,established,10
HCP0221,9999000221,Dr. Morgan 221,W-END-01,West District 1,West,Endocrinology,Cash,348.36,71.414,707.068,0.101,45.705,0,0,16,20.28,2024-07,established,7
HCP0222,9999000222,Dr. Morgan 222,W-END-02,West District 2,West,Endocrinology,Commercial,345.833,70.896,701.938,0.10099999,50.336,0,0,15,20.28,2024-07,established,7
HCP0223,9999000223,Dr. Morgan 223,W-END-01,West District 1,West,Endocrinology,Medicare Part D,167.777,34.394,340.537,0.101,23.388,0,0,11,10.08,2024-07,established,2
HCP0224,9999000224,Dr. Morgan 224,W-END-02,West District 2,West,Endocrinology,Medicaid,200.751,41.154,407.465,0.101,30.865,0,0,8,10.08,2024-07,established,3
HCP0225,9999000225,Dr. Morgan 225,W-END-01,West District 1,West,Endocrinology,Cash,274.584,56.29,557.324,0.101,36.025,0,0,9,16.2,2024-07,established,5
HCP0226,9999000226,Dr. Morgan 226,W-END-02,West District 2,West,Endocrinology,Commercial,350.762,71.906,948.458,0.07581384,51.053,3,3,0,24.36,2024-07,established,8
HCP0227,9999000227,Dr. Morgan 227,W-END-01,West District 1,West,Endocrinology,Medicare Part D,350.303,71.812,711.012,0.101,48.832,0,0,15,20.28,2024-07,established,8
HCP0228,9999000228,Dr. Morgan 228,W-END-02,West District 2,West,Endocrinology,Medicaid,275.507,56.479,559.197,0.101,42.359,0,0,12,16.2,2024-07,established,5
HCP0229,9999000229,Dr. Morgan 229,W-END-01,West District 1,West,Endocrinology,Cash,388.369,79.616,788.274,0.101,50.954,0,0,27,22.32,2024-11,established,9
HCP0230,9999000230,Dr. Morgan 230,W-END-02,West District 2,West,Endocrinology,Commercial,345.19,70.764,933.391,0.07581384,50.242,3,3,0,24.36,2024-07,established,7
HCP0231,9999000231,Dr. Morgan 231,W-END-01,West District 1,West,Endocrinology,Medicare Part D,307.686,63.076,624.511,0.101,42.891,0,0,12,18.24,2024-07,established,6
HCP0232,9999000232,Dr. Morgan 232,W-END-02,West District 2,West,Endocrinology,Medicaid,307.231,62.982,678.124,0.09287745,47.237,0,0,19,18.24,2025-08,established,6
HCP0233,9999000233,Dr. Morgan 233,W-END-01,West District 1,West,Endocrinology,Cash,224.187,45.958,776.856,0.05915949,29.413,5,5,0,22.32,2024-07,established,4
HCP0234,9999000234,Dr. Morgan 234,W-END-02,West District 2,West,Endocrinology,Commercial,71.743,14.707,583.944,0.02518616,10.442,0,0,17,16.2,2026-04,recent_adopter,1
HCP0235,9999000235,Dr. Morgan 235,W-END-01,West District 1,West,Endocrinology,Medicare Part D,361.472,74.102,733.681,0.101,50.389,0,0,30,20.28,2025-04,established,8
HCP0236,9999000236,Dr. Morgan 236,W-END-02,West District 2,West,Endocrinology,Medicaid,387.384,79.414,786.274,0.101,59.56,0,0,11,22.32,2024-07,established,8
HCP0237,9999000237,Dr. Morgan 237,W-END-01,West District 1,West,Endocrinology,Cash,348.013,71.343,941.025,0.07581384,45.659,3,3,0,24.36,2024-07,established,7
HCP0238,9999000238,Dr. Morgan 238,W-END-02,West District 2,West,Endocrinology,Commercial,275.31,56.438,558.797,0.101,40.071,0,0,18,16.2,2024-07,established,5
HCP0239,9999000239,Dr. Morgan 239,W-END-01,West District 1,West,Endocrinology,Medicare Part D,272.974,55.96,554.055,0.101,38.053,0,0,18,16.2,2024-07,established,5
HCP0240,9999000240,Dr. Morgan 240,W-END-02,West District 2,West,Endocrinology,Medicaid,153.046,31.374,310.637,0.101,23.531,0,1,5,8.04,2024-07,established,2
